Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Substance,Significant,What Happened Category
INC2010-042,Release of Substance,04/12/2010,Caronport,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2010-054,Release of Substance,05/28/2010,Pennant,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2010-057,Release of Substance,06/17/2010,Not specified,Saskatchewan,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Mixed HVP Hydrocarbons,No,Defect and Deterioration
INC2010-060,"Fire, Release of Substance",06/22/2010,Grenfell,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,External Interference
INC2010-061,Release of Substance,06/22/2010,Cactus Lake,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Sour,No,Equipment Failure
INC2010-101,Release of Substance,09/20/2010,Alida,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas - Sweet,No,"External Interference, Incorrect Operation"
INC2010-107,Release of Substance,10/01/2010,Piapot,Saskatchewan,Foothills Pipe Lines Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2010-112,Release of Substance,10/07/2010,Monchy,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Fuel Gas,No,Defect and Deterioration
INC2010-119,Release of Substance,10/28/2010,Burstall,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2010-122,Release of Substance,11/02/2010,Kendal,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2010-137,Release of Substance,11/22/2010,Kendal,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2010-141,Release of Substance,11/27/2010,Piapot,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2010-143,Release of Substance,11/30/2010,Shaunavon,Saskatchewan,Foothills Pipe Lines Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2010-148,Release of Substance,12/03/2010,Cabri,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2010-153,Release of Substance,12/10/2010,Regina,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-016,Release of Substance,02/03/2011,Monchy,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2011-048,Release of Substance,03/24/2011,Regina,Saskatchewan,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-067,Release of Substance,04/25/2011,Burstall,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-106,Release of Substance,07/08/2011,Burstall,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-116,Fire,08/04/2011,Herbert,Saskatchewan,TransCanada Keystone Pipeline GP Ltd.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2011-131,Fire,08/21/2011,White City,Saskatchewan,TransCanada PipeLines Limited,Not Applicable,No,Equipment Failure
INC2011-134,Fire,08/29/2011,White City,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2011-152,Release of Substance,09/20/2011,Grenfell,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2011-165,Fire,10/24/2011,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2011-183,Release of Substance,12/14/2011,Steelman,Saskatchewan,Enbridge Pipelines (Westspur) Inc.,Crude Oil - Sweet,No,Incorrect Operation
INC2012-014,Fire,01/19/2012,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2012-021,Release of Substance,02/03/2012,Shaunavon,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-024,Fire,02/07/2012,Burstall,Saskatchewan,Foothills Pipe Lines Ltd.,Not Applicable,No,Incorrect Operation
INC2012-062,Fire,05/14/2012,Glenavon,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2012-091,Release of Substance,07/18/2012,Grenfell,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Defect and Deterioration
INC2012-095,Explosion,07/27/2012,Regina,Saskatchewan,TransCanada PipeLines Limited,Not Applicable,No,Defect and Deterioration
INC2012-101,Fire,08/09/2012,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2012-110,Fire,08/21/2012,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2012-112,Fire,08/23/2012,Cabri,Saskatchewan,TransCanada PipeLines Limited,Not Applicable,No,External Interference
INC2012-119,Fire,09/07/2012,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2012-122,Fire,09/12/2012,Caronport,Saskatchewan,TransCanada Keystone Pipeline GP Ltd.,Not Applicable,No,Equipment Failure
INC2012-124,Release of Substance,09/18/2012,Shaunavon,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-132,Fire,09/27/2012,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2012-141,Release of Substance,10/04/2012,Regina,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas - Sweet,No,"Equipment Failure, External Interference"
INC2012-148,Operation Beyond Design Limits,10/27/2012,Rosetown,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2012-158,Release of Substance,11/18/2012,Shaunavon,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Natural Gas - Sweet,No,Equipment Failure
INC2012-164,Release of Substance,11/24/2012,Regina,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Equipment Failure
INC2012-173,Release of Substance,12/26/2012,Cabri,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Equipment Failure
INC2013-018,Release of Substance,02/02/2013,Glenavon,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,"Corrosion and Cracking, External Interference, Incorrect Operation, Natural Force Damage"
INC2013-064,Release of Substance,04/18/2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,"Corrosion and Cracking, Equipment Failure"
INC2013-074,Operation Beyond Design Limits,05/10/2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,"Defect and Deterioration, Equipment Failure, External Interference"
INC2013-096,Release of Substance,06/19/2013,Caron,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,External Interference
INC2013-113,Release of Substance,07/22/2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Equipment Failure
INC2013-118,Release of Substance,07/29/2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Incorrect Operation
INC2013-120,Release of Substance,08/04/2013,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Equipment Failure
INC2013-150,Release of Substance,10/23/2013,Burstall,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,Corrosion and Cracking
INC2013-165,Operation Beyond Design Limits,12/02/2013,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2013-167,Fire,12/05/2013,Monchy,Saskatchewan,Foothills Pipe Lines (Saskatchewan) Ltd.,Not Applicable,No,"Equipment Failure, External Interference, Incorrect Operation"
INC2013-177,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-178,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-179,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-180,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-181,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-182,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-183,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-184,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-185,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-186,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-187,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-188,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-189,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-190,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-191,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-192,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-193,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-194,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-195,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-196,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-197,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-198,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-199,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-200,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2013-201,Operation Beyond Design Limits,10/10/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2014-016,Release of Substance,01/18/2014,Regina,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Synthetic,Yes,Defect and Deterioration
INC2014-044,Release of Substance,03/17/2014,Midale,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,Incorrect Operation
INC2014-052,Release of Substance,04/07/2014,Elbow,Saskatchewan,Kinder Morgan Cochin ULC,Propane,No,Defect and Deterioration
INC2014-082,Release of Substance,06/05/2014,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Equipment Failure
INC2014-090,Fire,06/20/2014,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2014-153,Release of Substance,12/17/2014,Regina,Saskatchewan,Enbridge Pipelines Inc.,Crude Oil - Sweet,No,Equipment Failure
INC2015-022,Explosion,03/02/2015,"Milden, Saskatchewan",Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2015-025,Fire,03/06/2015,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2015-052,Fire,05/09/2015,Rosetown,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2015-062,Fire,05/25/2015,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2015-070,Release of Substance,06/18/2015,"Regina, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,External Interference
INC2015-084,Release of Substance,07/20/2015,"Regina, Saskatchewan",Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,"Equipment Failure, External Interference, Incorrect Operation"
INC2015-085,Release of Substance,07/23/2015,"Kerrobert Station is approximately 4km NW of the town of Kerrobert, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,External Interference
INC2015-108,Release of Substance,09/14/2015,City of Regina,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,"Equipment Failure, External Interference, Incorrect Operation"
INC2015-114,Release of Substance,10/01/2015,"Alameda, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,Incorrect Operation
INC2015-115,Release of Substance,10/09/2015,"Alameda, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd.,Natural Gas - Sweet,No,External Interference
INC2015-119,Serious Injury (CER or TSB),10/21/2015,"Vibank, Saskatchewan",Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,Yes,Incorrect Operation
INC2015-122,Release of Substance,10/27/2015,Regina,Saskatchewan,Plains Midstream Canada ULC,Crude Oil - Sweet,No,"External Interference, Incorrect Operation"
INC2016-036,Fire,04/15/2016,White City,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2016-041,Fire,05/03/2016,"Langbank, SK",Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2016-052,Operation Beyond Design Limits,05/24/2016,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2016-070,Fire,07/05/2016,City of Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2016-106,Operation Beyond Design Limits,09/02/2016,"Outlook, SK",Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Natural Force Damage
INC2016-113,Fire,09/18/2016,"Burstall, SK",Saskatchewan,TransCanada PipeLines Limited,Not Applicable,No,External Interference
INC2016-122,Fire,10/15/2016,Town of Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Equipment Failure
INC2016-126,Release of Substance,10/24/2016,"North Portal, SK",Saskatchewan,Many Islands Pipe Lines (Canada) Limited,Natural Gas - Sweet,No,"External Interference, Incorrect Operation"
INC2017-006,Explosion,01/17/2017,"Milden, SK",Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,"Defect and Deterioration, Equipment Failure"
INC2017-008,Fire,01/23/2017,Assiniboia,Saskatchewan,NOVA Chemicals (Canada) Ltd.,Not Applicable,No,External Interference
INC2017-015,Release of Substance,01/31/2017,Storthoaks,Saskatchewan,Tundra Energy Marketing Limited,Crude Oil - Sweet,Yes,"Equipment Failure, External Interference, Incorrect Operation"
INC2017-038,Fire,03/14/2017,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,"External Interference, Incorrect Operation"
INC2017-056,Explosion,04/30/2017,"Bethune, Saskatchewan",Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,"Equipment Failure, Incorrect Operation"
INC2017-060,Release of Substance,05/06/2017,Regina,Saskatchewan,Plains Midstream Canada ULC,Propane,No,External Interference
INC2017-067,Release of Substance,05/18/2017,Assiniboia,Saskatchewan,Pembina Prairie Facilities Ltd.,Natural Gas Liquids,No,External Interference
INC2017-110,Release of Substance,07/27/2017,Town of Bethune,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,External Interference
INC2017-130,Fire,09/01/2017,"Moosomin, SK",Saskatchewan,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2017-142,Fire,09/12/2017,"Moosomin, Saskatchewan ",Saskatchewan,TransCanada PipeLines Limited,Not Applicable,No,"External Interference, Incorrect Operation"
INC2017-153,Release of Substance,09/22/2017,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,Incorrect Operation
INC2017-161,Release of Substance,09/29/2017,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Natural Gas Liquids,No,External Interference
INC2017-172,Serious Injury (CER or TSB),10/25/2017,Outlook,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,Yes,"External Interference, Incorrect Operation"
INC2017-175,Release of Substance,10/29/2017,White City,Saskatchewan,Plains Midstream Canada ULC,Propane,No,Corrosion and Cracking
INC2017-177,Release of Substance,11/02/2017,Rapid City,Saskatchewan,TransCanada PipeLines Limited,Natural Gas - Sweet,No,"External Interference, Incorrect Operation"
INC2017-181,Release of Substance,11/07/2017,White City,Saskatchewan,Plains Midstream Canada ULC,Propane,No,Corrosion and Cracking
INC2018-080,Operation Beyond Design Limits,07/31/2018,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2018-081,Operation Beyond Design Limits,07/31/2018,Regina,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,External Interference
INC2018-099,Fire,08/23/2018,Loreburn,Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,No,Incorrect Operation
INC2018-118,Serious Injury (CER or TSB),09/14/2018,"Kerrobert, Sasaktchewan",Saskatchewan,Enbridge Pipelines Inc.,Not Applicable,Yes,External Interference
INC2018-137,Operation Beyond Design Limits,10/01/2018,Steelman,Saskatchewan,Tundra Energy Marketing Limited,Not Applicable,No,Incorrect Operation
